mean,std,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,cost,Class,Layer Index
1525.4635009765625,132.63026428222656,1388.0,1445.0,1483.0,1511.0,1532.0,1559.0,1591.0,1622.0,1663.0,1987.0,20.0,1.0,253
1507.189697265625,131.05484008789062,1380.0,1429.0,1468.0,1490.0,1518.0,1539.0,1572.0,1597.0,1646.0,1916.0,20.0,1.0,254
1493.363525390625,130.3808135986328,1354.0,1405.0,1445.0,1475.0,1504.0,1532.0,1559.0,1591.0,1640.0,2153.0,20.0,1.0,255
1521.40478515625,129.57664489746094,1388.0,1445.0,1475.0,1511.0,1532.0,1559.0,1585.0,1616.0,1663.0,1932.0,20.0,1.0,256
1521.3797607421875,138.7769317626953,1380.0,1445.0,1475.0,1511.0,1532.0,1559.0,1591.0,1622.0,1668.0,1932.0,20.0,1.0,257
1523.1300048828125,130.79141235351562,1388.0,1445.0,1475.0,1511.0,1532.0,1559.0,1585.0,1616.0,1663.0,1904.0,20.0,1.0,258
1519.009033203125,128.6212158203125,1380.0,1437.0,1475.0,1504.0,1532.0,1552.0,1578.0,1610.0,1663.0,1935.0,20.0,1.0,259
1525.5849609375,133.28701782226562,1397.0,1452.0,1483.0,1511.0,1539.0,1559.0,1591.0,1622.0,1663.0,1980.0,20.0,1.0,260
1509.10546875,122.74821472167969,1380.0,1437.0,1468.0,1490.0,1518.0,1539.0,1566.0,1597.0,1640.0,1904.0,20.0,1.0,261
1494.8170166015625,127.4817123413086,1354.0,1413.0,1445.0,1475.0,1504.0,1525.0,1559.0,1591.0,1640.0,1954.0,20.0,1.0,262
1540.35888671875,128.88674926757812,1413.0,1468.0,1497.0,1525.0,1552.0,1572.0,1604.0,1634.0,1674.0,1943.0,20.0,1.0,263
1491.783203125,119.24868774414062,1371.0,1421.0,1452.0,1475.0,1504.0,1525.0,1552.0,1578.0,1622.0,1896.0,20.0,1.0,264
1447.477294921875,189.5184326171875,1269.0,1354.0,1405.0,1445.0,1475.0,1504.0,1539.0,1578.0,1634.0,1892.0,0.0,0.0,265
1460.4952392578125,181.90206909179688,1269.0,1362.0,1405.0,1445.0,1483.0,1518.0,1552.0,1597.0,1646.0,1994.0,0.0,0.0,266
1453.6611328125,195.63455200195312,1217.0,1345.0,1405.0,1445.0,1483.0,1525.0,1559.0,1597.0,1646.0,1916.0,0.0,0.0,267
1454.26220703125,194.28396606445312,1248.0,1345.0,1405.0,1452.0,1490.0,1518.0,1552.0,1591.0,1646.0,1969.0,0.0,0.0,268
1441.8536376953125,203.9916534423828,1184.0,1317.0,1388.0,1437.0,1475.0,1511.0,1552.0,1597.0,1657.0,1990.0,0.0,0.0,269
1471.6588134765625,192.98382568359375,1269.0,1371.0,1429.0,1468.0,1504.0,1539.0,1572.0,1610.0,1663.0,1884.0,0.0,0.0,270
1445.85693359375,187.0208740234375,1228.0,1326.0,1388.0,1437.0,1475.0,1511.0,1546.0,1585.0,1640.0,1908.0,0.0,0.0,271
1463.6329345703125,196.80320739746094,1259.0,1362.0,1421.0,1460.0,1490.0,1525.0,1566.0,1604.0,1657.0,1912.0,0.0,0.0,272
1817.2410888671875,280.84600830078125,1460.0,1552.0,1634.0,1728.0,1837.0,1939.0,2025.0,2092.0,2159.0,2433.0,100.0,2.0,273
1571.4493408203125,141.67526245117188,1413.0,1475.0,1518.0,1559.0,1585.0,1616.0,1646.0,1680.0,1728.0,1965.0,100.0,2.0,274
1541.7359619140625,136.36209106445312,1397.0,1452.0,1490.0,1525.0,1552.0,1578.0,1610.0,1640.0,1685.0,1939.0,100.0,2.0,275
1524.0067138671875,139.98822021484375,1371.0,1429.0,1475.0,1504.0,1532.0,1566.0,1591.0,1628.0,1680.0,1980.0,20.0,1.0,276
1528.2696533203125,130.86767578125,1388.0,1445.0,1483.0,1511.0,1539.0,1566.0,1591.0,1628.0,1668.0,2038.0,20.0,1.0,277
1541.6796875,133.90365600585938,1397.0,1460.0,1497.0,1525.0,1552.0,1578.0,1610.0,1640.0,1685.0,1916.0,20.0,1.0,278
1521.3822021484375,131.97613525390625,1380.0,1437.0,1475.0,1511.0,1532.0,1559.0,1591.0,1616.0,1663.0,2015.0,20.0,1.0,279
1504.0394287109375,132.36312866210938,1362.0,1421.0,1452.0,1483.0,1511.0,1539.0,1566.0,1604.0,1651.0,1932.0,20.0,1.0,280
1528.173095703125,125.98979949951172,1397.0,1452.0,1483.0,1511.0,1532.0,1559.0,1591.0,1622.0,1663.0,1912.0,20.0,1.0,281
1524.1832275390625,130.74545288085938,1397.0,1452.0,1483.0,1511.0,1532.0,1559.0,1591.0,1616.0,1663.0,1932.0,20.0,1.0,282
1515.480224609375,136.53334045410156,1371.0,1429.0,1468.0,1497.0,1525.0,1552.0,1585.0,1616.0,1668.0,1943.0,20.0,1.0,283
1537.390380859375,136.50677490234375,1397.0,1460.0,1497.0,1525.0,1552.0,1572.0,1604.0,1634.0,1680.0,2051.0,20.0,1.0,284
1523.61376953125,134.53506469726562,1388.0,1445.0,1483.0,1511.0,1539.0,1559.0,1591.0,1622.0,1668.0,2008.0,20.0,1.0,285
1511.1746826171875,125.02255249023438,1380.0,1437.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1904.0,20.0,1.0,286
1557.628662109375,142.56298828125,1405.0,1468.0,1511.0,1539.0,1572.0,1597.0,1628.0,1663.0,1712.0,1997.0,20.0,1.0,287
1533.83203125,132.896240234375,1405.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1628.0,1674.0,2008.0,20.0,1.0,288
1501.537353515625,124.2844467163086,1371.0,1429.0,1460.0,1483.0,1511.0,1532.0,1559.0,1591.0,1634.0,1965.0,20.0,1.0,289
1538.78076171875,137.30264282226562,1397.0,1452.0,1490.0,1518.0,1552.0,1572.0,1604.0,1640.0,1685.0,1987.0,20.0,1.0,290
1517.917724609375,126.47766876220703,1388.0,1437.0,1468.0,1497.0,1525.0,1552.0,1578.0,1610.0,1657.0,2015.0,20.0,1.0,291
1503.9892578125,116.38636016845703,1380.0,1429.0,1468.0,1490.0,1511.0,1539.0,1559.0,1591.0,1628.0,1904.0,20.0,1.0,292
1526.2650146484375,128.54006958007812,1397.0,1445.0,1483.0,1511.0,1532.0,1559.0,1591.0,1622.0,1665.5,1912.0,20.0,1.0,293
1488.6358642578125,129.3467559814453,1345.0,1405.0,1445.0,1475.0,1497.0,1525.0,1552.0,1585.0,1628.0,1965.0,20.0,1.0,294
1526.546142578125,132.93792724609375,1397.0,1445.0,1483.0,1511.0,1532.0,1559.0,1591.0,1622.0,1668.0,1928.0,20.0,1.0,295
1510.4884033203125,130.4224090576172,1380.0,1429.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1997.0,20.0,1.0,296
1526.8533935546875,135.6256866455078,1388.0,1445.0,1483.0,1511.0,1539.0,1566.0,1591.0,1628.0,1674.0,1880.0,20.0,1.0,297
1531.4381103515625,132.71522521972656,1397.0,1452.0,1483.0,1511.0,1539.0,1566.0,1597.0,1628.0,1674.0,1954.0,20.0,1.0,298
1526.3236083984375,140.18890380859375,1380.0,1452.0,1490.0,1511.0,1539.0,1566.0,1591.0,1628.0,1668.0,1896.0,20.0,1.0,299
1510.906982421875,126.18795013427734,1380.0,1437.0,1468.0,1497.0,1518.0,1546.0,1572.0,1604.0,1646.0,1997.0,20.0,1.0,300
1537.4345703125,141.81854248046875,1380.0,1445.0,1490.0,1518.0,1546.0,1572.0,1610.0,1646.0,1696.0,1939.0,20.0,1.0,301
1507.78125,127.48919677734375,1380.0,1429.0,1468.0,1490.0,1518.0,1539.0,1566.0,1597.0,1646.0,2025.0,20.0,1.0,302
1442.0264892578125,197.0286407470703,1217.0,1326.0,1397.0,1437.0,1475.0,1511.0,1552.0,1591.0,1640.0,1928.0,0.0,0.0,303
1455.393310546875,180.3137664794922,1269.0,1354.0,1405.0,1445.0,1475.0,1511.0,1546.0,1585.0,1634.0,1976.0,0.0,0.0,304
1459.9111328125,195.86717224121094,1259.0,1354.0,1413.0,1445.0,1483.0,1522.1999999999962,1559.0,1597.0,1657.0,1965.0,0.0,0.0,305
1452.484130859375,187.8129119873047,1238.0,1336.0,1397.0,1445.0,1490.0,1518.0,1559.0,1597.0,1640.0,1896.0,0.0,0.0,306
1465.0673828125,195.9601593017578,1269.0,1371.0,1429.0,1468.0,1497.0,1532.0,1559.0,1597.0,1651.0,2086.0,0.0,0.0,307
1451.6673583984375,190.04257202148438,1217.0,1326.0,1388.0,1437.0,1475.0,1511.0,1552.0,1597.0,1657.0,1997.0,0.0,0.0,308
1484.8612060546875,191.64932250976562,1279.0,1388.0,1437.0,1483.0,1518.0,1552.0,1585.0,1622.0,1668.0,1908.0,0.0,0.0,309
1437.798583984375,201.7705841064453,1195.0,1317.0,1380.0,1429.0,1475.0,1511.0,1546.0,1591.0,1646.0,1896.0,0.0,0.0,310
1464.1031494140625,197.29348754882812,1248.0,1362.0,1421.0,1468.0,1497.0,1532.0,1566.0,1604.0,1651.0,1920.0,0.0,0.0,311
1800.13623046875,272.3234558105469,1460.0,1552.0,1628.0,1712.0,1806.0,1912.0,1997.0,2073.0,2136.0,2395.0,100.0,2.0,312
1594.6109619140625,153.00164794921875,1421.0,1490.0,1532.0,1572.0,1610.0,1640.0,1674.0,1712.0,1768.0,1997.0,100.0,2.0,313
1551.2501220703125,138.18141174316406,1397.0,1468.0,1504.0,1532.0,1559.0,1591.0,1622.0,1657.0,1701.0,1939.0,100.0,2.0,314
1558.998779296875,146.5296630859375,1388.0,1460.0,1511.0,1546.0,1572.0,1604.0,1634.0,1668.0,1722.0,2004.0,20.0,1.0,315
1541.568115234375,135.80943298339844,1397.0,1460.0,1497.0,1525.0,1552.0,1578.0,1610.0,1646.0,1685.0,2008.0,20.0,1.0,316
1504.09521484375,131.40235900878906,1362.0,1421.0,1452.0,1483.0,1511.0,1539.0,1572.0,1604.0,1651.0,2086.0,20.0,1.0,317
1504.7677001953125,131.37603759765625,1371.0,1421.0,1460.0,1490.0,1511.0,1539.0,1572.0,1604.0,1646.0,1920.0,20.0,1.0,318
1538.419677734375,130.64743041992188,1405.0,1460.0,1490.0,1518.0,1546.0,1572.0,1597.0,1634.0,1680.0,1943.0,20.0,1.0,319
1504.4110107421875,117.78466033935547,1380.0,1429.0,1460.0,1483.0,1511.0,1532.0,1559.0,1591.0,1634.0,1896.0,20.0,1.0,320
1527.7708740234375,129.2666015625,1397.0,1452.0,1483.0,1511.0,1539.0,1559.0,1591.0,1622.0,1663.0,1947.0,20.0,1.0,321
1532.757080078125,140.39027404785156,1388.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1634.0,1680.0,2004.0,20.0,1.0,322
1514.3712158203125,123.04281616210938,1388.0,1437.0,1468.0,1497.0,1518.0,1546.0,1572.0,1604.0,1646.0,1947.0,20.0,1.0,323
1524.0628662109375,133.38043212890625,1397.0,1452.0,1490.0,1511.0,1539.0,1559.0,1591.0,1616.0,1663.0,1908.0,20.0,1.0,324
1523.3360595703125,131.2506561279297,1388.0,1445.0,1483.0,1511.0,1532.0,1559.0,1591.0,1616.0,1663.0,1939.0,20.0,1.0,325
1527.3414306640625,128.7331085205078,1388.0,1445.0,1475.0,1511.0,1532.0,1559.0,1591.0,1622.0,1668.0,1976.0,20.0,1.0,326
1522.629638671875,129.1885223388672,1388.0,1445.0,1483.0,1511.0,1532.0,1559.0,1585.0,1616.0,1657.0,1892.0,20.0,1.0,327
1510.9034423828125,125.3091049194336,1380.0,1429.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1928.0,20.0,1.0,328
1536.1368408203125,140.24705505371094,1388.0,1452.0,1490.0,1518.0,1552.0,1572.0,1604.0,1640.0,1690.0,1954.0,20.0,1.0,329
1522.120849609375,129.69834899902344,1388.0,1445.0,1475.0,1504.0,1532.0,1552.0,1585.0,1616.0,1663.0,1920.0,20.0,1.0,330
1522.744384765625,137.73643493652344,1380.0,1445.0,1483.0,1511.0,1532.0,1559.0,1591.0,1622.0,1668.0,1920.0,20.0,1.0,331
1512.67822265625,127.04316711425781,1380.0,1437.0,1468.0,1497.0,1518.0,1546.0,1572.0,1604.0,1646.0,1908.0,20.0,1.0,332
1527.520263671875,140.01788330078125,1380.0,1437.0,1475.0,1511.0,1539.0,1566.0,1597.0,1628.0,1680.0,1965.0,20.0,1.0,333
1538.12646484375,131.90016174316406,1405.0,1460.0,1497.0,1525.0,1552.0,1572.0,1597.0,1634.0,1674.0,2004.0,20.0,1.0,334
1518.508056640625,134.7434844970703,1380.0,1437.0,1475.0,1504.0,1532.0,1559.0,1585.0,1616.0,1657.0,1928.0,20.0,1.0,335
1526.357177734375,136.20057678222656,1380.0,1437.0,1475.0,1511.0,1539.0,1566.0,1597.0,1628.0,1674.0,2004.0,20.0,1.0,336
1530.4658203125,138.7333221435547,1388.0,1445.0,1483.0,1518.0,1546.0,1572.0,1597.0,1628.0,1674.0,1987.0,20.0,1.0,337
1485.1837158203125,120.34555053710938,1362.0,1413.0,1445.0,1468.0,1497.0,1518.0,1546.0,1572.0,1616.0,1932.0,20.0,1.0,338
1503.40625,125.53132629394531,1371.0,1421.0,1460.0,1483.0,1511.0,1532.0,1559.0,1591.0,1640.0,1951.0,20.0,1.0,339
1536.864990234375,137.16378784179688,1397.0,1460.0,1490.0,1518.0,1552.0,1572.0,1604.0,1634.0,1680.0,1976.0,20.0,1.0,340
1514.3394775390625,131.9073486328125,1380.0,1437.0,1468.0,1497.0,1525.0,1552.0,1578.0,1610.0,1651.0,1954.0,20.0,1.0,341
1432.35107421875,195.05577087402344,1238.0,1336.0,1388.0,1429.0,1468.0,1497.0,1532.0,1566.0,1616.0,1904.0,0.0,0.0,342
1455.936767578125,188.5052490234375,1248.0,1345.0,1397.0,1445.0,1483.0,1518.0,1559.0,1597.0,1657.0,1951.0,0.0,0.0,343
1463.3819580078125,205.54669189453125,1259.0,1362.0,1413.0,1460.0,1490.0,1532.0,1566.0,1610.0,1663.0,1954.0,0.0,0.0,344
1453.12158203125,203.3446502685547,1184.0,1317.0,1380.0,1437.0,1483.0,1525.0,1572.0,1616.0,1674.0,1987.0,0.0,0.0,345
1485.3338623046875,179.80413818359375,1298.0,1397.0,1445.0,1483.0,1511.0,1546.0,1572.0,1610.0,1657.0,1939.0,0.0,0.0,346
1443.571044921875,191.79098510742188,1217.0,1326.0,1388.0,1429.0,1468.0,1511.0,1546.0,1585.0,1646.0,1928.0,0.0,0.0,347
1440.41796875,207.6394805908203,1228.0,1336.0,1397.0,1437.0,1475.0,1511.0,1546.0,1591.0,1640.0,1932.0,0.0,0.0,348
1456.9788818359375,192.2721710205078,1238.0,1345.0,1405.0,1452.0,1490.0,1525.0,1559.0,1597.0,1646.0,1920.0,0.0,0.0,349
1450.673095703125,196.20965576171875,1228.0,1336.0,1397.0,1445.0,1483.0,1518.0,1552.0,1591.0,1646.0,1928.0,0.0,0.0,350
1476.1845703125,191.02394104003906,1269.0,1371.0,1429.0,1475.0,1511.0,1539.0,1572.0,1610.0,1663.0,1912.0,0.0,0.0,351
1811.3818359375,280.21343994140625,1445.0,1552.0,1634.0,1728.0,1846.0,1943.0,2025.0,2086.0,2145.0,2338.0,100.0,2.0,352
1571.9375,142.45249938964844,1413.0,1475.0,1511.0,1552.0,1585.0,1616.0,1646.0,1685.0,1733.0,2045.0,100.0,2.0,353
1577.95849609375,153.43853759765625,1405.0,1475.0,1525.0,1559.0,1591.0,1622.0,1657.0,1696.0,1748.0,2001.0,100.0,2.0,354
1529.0406494140625,135.45970153808594,1388.0,1445.0,1483.0,1511.0,1539.0,1566.0,1597.0,1628.0,1674.0,1928.0,20.0,1.0,355
1517.8380126953125,135.88787841796875,1371.0,1437.0,1475.0,1511.0,1532.0,1559.0,1585.0,1616.0,1657.0,1904.0,20.0,1.0,356
1499.9779052734375,127.80351257324219,1362.0,1421.0,1452.0,1483.0,1511.0,1532.0,1559.0,1597.0,1640.0,1943.0,20.0,1.0,357
1528.33740234375,132.1184539794922,1388.0,1445.0,1483.0,1511.0,1539.0,1566.0,1591.0,1628.0,1668.0,1908.0,20.0,1.0,358
1530.6917724609375,134.75369262695312,1397.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1628.0,1668.0,1987.0,20.0,1.0,359
1525.5755615234375,131.40159606933594,1397.0,1452.0,1483.0,1511.0,1539.0,1559.0,1591.0,1616.0,1663.0,2018.0,20.0,1.0,360
1537.6212158203125,143.5465850830078,1380.0,1445.0,1490.0,1518.0,1552.0,1578.0,1610.0,1646.0,1696.0,2004.0,20.0,1.0,361
1538.4578857421875,137.5984344482422,1397.0,1460.0,1490.0,1525.0,1552.0,1572.0,1604.0,1634.0,1680.0,2098.0,20.0,1.0,362
1493.6080322265625,123.01756286621094,1371.0,1421.0,1452.0,1475.0,1504.0,1525.0,1552.0,1585.0,1622.0,1912.0,20.0,1.0,363
1520.4256591796875,127.9400863647461,1380.0,1437.0,1475.0,1504.0,1532.0,1559.0,1585.0,1616.0,1657.0,1983.0,20.0,1.0,364
1532.794189453125,129.34017944335938,1397.0,1452.0,1490.0,1518.0,1539.0,1566.0,1597.0,1628.0,1674.0,1920.0,20.0,1.0,365
1504.4295654296875,119.62315368652344,1380.0,1429.0,1460.0,1490.0,1511.0,1532.0,1559.0,1591.0,1634.0,1997.0,20.0,1.0,366
1508.4134521484375,125.64997863769531,1380.0,1429.0,1468.0,1490.0,1518.0,1539.0,1566.0,1597.0,1640.0,1976.0,20.0,1.0,367
1539.4649658203125,141.62200927734375,1388.0,1445.0,1490.0,1518.0,1552.0,1578.0,1610.0,1646.0,1696.0,2032.0,20.0,1.0,368
1514.5467529296875,129.44546508789062,1380.0,1437.0,1468.0,1497.0,1525.0,1552.0,1572.0,1610.0,1651.0,1892.0,20.0,1.0,369
1532.15771484375,134.9599609375,1388.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1628.0,1668.0,1954.0,20.0,1.0,370
1523.2176513671875,139.8846893310547,1380.0,1437.0,1475.0,1511.0,1532.0,1559.0,1591.0,1628.0,1674.0,1939.0,20.0,1.0,371
1533.1632080078125,134.3925018310547,1397.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1634.0,1674.0,2022.0,20.0,1.0,372
1518.610595703125,131.88394165039062,1380.0,1437.0,1475.0,1504.0,1525.0,1552.0,1578.0,1610.0,1663.0,2116.0,20.0,1.0,373
1508.660888671875,132.68560791015625,1380.0,1429.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1892.0,20.0,1.0,374
1529.3526611328125,145.53521728515625,1371.0,1437.0,1475.0,1511.0,1539.0,1572.0,1604.0,1640.0,1690.0,1939.0,20.0,1.0,375
1508.3621826171875,126.53398132324219,1380.0,1429.0,1468.0,1490.0,1518.0,1539.0,1566.0,1597.0,1646.0,1924.0,20.0,1.0,376
1521.6387939453125,137.97019958496094,1380.0,1437.0,1475.0,1511.0,1532.0,1559.0,1591.0,1622.0,1663.0,1980.0,20.0,1.0,377
1516.2464599609375,130.20216369628906,1380.0,1437.0,1475.0,1504.0,1532.0,1552.0,1578.0,1610.0,1657.0,1928.0,20.0,1.0,378
1509.435546875,127.21221160888672,1380.0,1429.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1900.0,20.0,1.0,379
